IMG_0905.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_0195.JPG,98.24015,163.37787,115.44323,215.47298,41.543873,141.24734,73.47499,161.71451
IMG_8454 (1).JPG,45.283287,102.77779,68.08155,140.64668,118.53095,181.64459,61.087616,113.85173
IMG_7315 (1).JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_5870.JPG,110.528656,162.50961,97.890564,168.00148,99.53712,163.91635,108.60437,160.6906
IMG_8161 (1).JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_3692.JPG,75.77597,153.16544,63.701492,166.48558,89.208435,191.0035,73.90952,158.39754
IMG_4225.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_7282 (1).JPG,96.46182,172.34514,60.98592,183.06573,71.83661,184.3289,97.05991,177.68475
IMG_4769.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_0023.JPG,76.6785,140.10934,87.85653,160.40546,89.958244,161.05252,73.08868,131.35207
IMG_2548.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_8692 (1).JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_7784.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_9155.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_8493 (1).JPG,111.23389,165.65747,83.861244,155.31541,105.574615,165.92796,125.76051,176.54936
IMG_0655.JPG,110.80569,156.26938,-1.0,-1.0,92.78775,172.07147,-1.0,-1.0
IMG_1267.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_8672.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_3705.JPG,88.34491,159.8086,62.548798,156.89989,99.27155,184.50923,99.33324,169.1178
IMG_6564.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_8499.JPG,113.28802,162.9317,70.62944,170.0196,87.05147,188.18057,100.03998,167.45544
IMG_9454.JPG,87.64169,166.94142,64.61382,169.50223,88.65141,190.50044,93.43799,169.47835
IMG_9240.JPG,77.47898,129.48761,75.02058,173.18332,85.81112,180.2253,70.30995,136.36826
IMG_7899.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_9028.JPG,54.36868,135.62727,71.66985,196.29169,57.403473,184.29192,45.34471,133.32976
IMG_9796.JPG,129.53728,203.05945,85.30585,188.55115,69.08149,166.26534,131.52449,205.93375
IMG_8650 (1).JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_8270.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_4966.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_1207.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_6760 (1).JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_6890 (1).JPG,96.09078,137.58824,-1.0,-1.0,79.94539,184.34355,-1.0,-1.0
IMG_9510.JPG,79.006966,179.50461,54.448917,187.42679,60.972263,205.03336,74.51506,172.64766
IMG_8021 (1).JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_6884.JPG,96.961266,171.42178,58.536636,182.762,68.685104,191.5397,95.72318,180.95956
IMG_7481 (1).JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_4276.JPG,119.20534,163.00862,-1.0,-1.0,81.42152,157.54666,-1.0,-1.0
IMG_4290.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_8166 (1).JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_2439.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_3580.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_2886.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_0642.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_9175.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_3487.JPG,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
IMG_6360.JPG,76.8345,134.81139,82.89944,151.78862,118.552574,178.36165,79.19544,129.02278
IMG_5531.JPG,95.51032,149.59152,-1.0,-1.0,103.99665,165.38206,-1.0,-1.0
IMG_0557.JPG,87.460365,144.69466,-1.0,-1.0,87.706184,143.06117,-1.0,-1.0
IMG_7378.JPG,89.91084,155.35124,68.59688,175.14946,72.46826,183.32033,84.74304,158.1991
